S20_C_5,S20_C_6,S20_C_A,S20_F_5,S20_F_6,S20_F_A,xenbase_gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,xenbase_gene_symbol,xenbase_gene_name,xenbase_gene_synomyms,db_xrefs,log2_S20_C_5,log2_S20_C_6,log2_S20_C_A,log2_S20_F_5,log2_S20_F_6,log2_S20_F_A
519.3745604102111,414.0535840062389,449.614886067373,847.3386551235155,769.5621436523891,744.0471653175821,XB-GENE-1002829,623.9984990962182,0.7738027981021189,0.15994373918913696,4.837968663387819,1.311728155773798e-6,2.712064886968234e-4,tktl2.L,transketolase-like 2 L homeolog,NA,NCBI_Gene:379575|UniprotKB:Q9I8J7,9.020634318337555,8.693677157702906,8.812549200301813,9.72679657791243,9.587895896181035,9.539252205752724
1124.0854508594937,1152.7966691396723,467.91981781566295,626.6418124260276,767.6236999656072,306.0024961587803,XB-GENE-1003523,740.844991060874,-0.6822707945697855,0.15631214143785094,-4.364797182700318,1.2724075857612062e-5,0.00179214682613211,sgk1.L,serum/glucocorticoid regulated kinase 1 L homeolog,Sgk|sgk1-a|sgk1-b,NCBI_Gene:399130|UniprotKB:Q6GPN6,10.134537278788633,10.170923608281802,8.87012060546014,9.291499528211363,9.58425732385176,8.257404325902195
0,0,3.4321747028043736,16.009097397745233,24.230546084772957,34.23315596296857,XB-GENE-1006009,12.984162358048522,4.87559061418548,1.1962608994740915,4.0756916959577305,4.587777001870272e-5,0.00522093944401763,hoxb6.S,homeobox B6 S homeolog,hox-2.2|hox2b,NCBI_Gene:779290|UniprotKB:Q05AW4|UniprotKB:P31256|UniprotKB:A0A974BSV2,-9.965784284662087,-9.965784284662087,1.7795432730995913,4.00091017943214,4.59881455323313,5.097364538366034
6.6209221582038245,22.34102071976109,37.75392173084811,42.30975740832668,119.21428673708294,339.5370162857699,XB-GENE-1010304,94.62948750666544,2.8006476883336964,0.3680393951264423,7.609641047724024,2.748582075821121e-14,1.5469936116746544e-11,alpl.L,"alkaline phosphatase, liver/bone/kidney L homeolog",NA,NCBI_Gene:380589|UniprotKB:Q7ZYJ4,2.727250051714469,4.4816877708848795,5.238592821281445,5.4029526066146305,6.897425431327685,8.407429304263685
4.413948105469216,4.468204143952218,8.008407639876872,59.46236176305372,77.53774747127346,78.24721362964245,XB-GENE-1011603,38.68964712554465,3.676383355503937,0.5634145588790734,6.525183450740408,6.791835393052525e-11,2.4574315845362545e-8,pnp.L,purine nucleoside phosphorylase L homeolog,nucleoside phosphorylase|punp,NCBI_Gene:379499|UniprotKB:A0A1L8HZH9|UniprotKB:Q7SYP6,2.1423964801337143,2.1600179455476285,3.001695547676012,5.893929123248733,6.27684552546811,6.289985911251164
38.98987493164474,61.06545663401364,44.61827113645686,236.70594009523307,282.0435564267572,280.1529702275591,XB-GENE-1217466,157.26267824194412,2.488869056354551,0.26655206942940923,9.337271557044415,9.884849288378114e-21,1.0014340814055865e-17,znf703.S,zinc finger protein 703 S homeolog,znf703-a|znf703-b,NCBI_Gene:403392|UniprotKB:Q2VPM4,5.285064623190049,5.932308230475521,5.479595041987848,7.886958195358006,8.13977928239235,8.13007612777215
2.206974052734608,0,3.4321747028043736,56.03184089210831,107.58362461639192,103.39810372488463,XB-GENE-17332184,45.442119664820645,5.379001981797956,0.7512363150123518,7.160199626011843,8.05596622873085e-13,3.709772448330556e-10,cyp26a1.S,cytochrome P450 family 26 subfamily A member 1 S homeolog,RACE|XCYP26A1|cyp26|retinoic acid converting enzyme|xCYP26,NCBI_Gene:398094|UniprotKB:Q6GNJ2|UniprotKB:O93323,1.1427232182161455,-9.965784284662087,1.7795432730995913,5.808200734645464,6.7493281006184285,6.69207987003813
12.506186298829446,25.3198234823959,12.58464057694937,35.448715666435874,87.22996590518264,112.480369592611,XB-GENE-17334025,47.59495025373404,2.140691446599669,0.4701342547131454,4.553361992109726,5.2795311046403715e-6,8.768349118215017e-4,cyp27c1.S,cytochrome P450 family 27 subfamily C member 1 S homeolog,NA,NCBI_Gene:735141|UniprotKB:Q4KLS4,3.6446853624649336,4.662252419663491,3.6537067427465364,5.147702150891844,6.446768459562559,6.8135422559091054
5.885264140625622,0,5.720291171340623,37.73572958039948,25.199767928163872,50.30178019048443,XB-GENE-17334173,20.807138835169003,3.367644883451938,0.74676385571898,4.509651689300882,6.493415071917681e-6,0.00102788731396246,flrt3.S,fibronectin leucine rich transmembrane protein 3 S homeolog,xflrt3,NCBI_Gene:394225|UniprotKB:Q70AK3,2.5573522833283207,-9.965784284662087,2.5163407687311548,5.237897493379948,4.655395791678968,5.652566233609641
30.897636738284515,14.89401381317406,27.45739762243499,70.89743133287175,78.50696931466437,86.63084366138985,XB-GENE-17334623,51.54738208046992,1.7024399942409836,0.4235633065334176,4.019328322309873,5.836429172790211e-5,0.00642705042929756,mllt3.L,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 3 L homeolog",yeats3,NCBI_Gene:108713831|UniprotKB:A0A1L8HXT2|UniprotKB:A0A8J0V0D1,4.949471282068691,3.8967575563860826,4.779175532112434,6.147681802277079,6.2947672037602,6.436825515313051
