S30_C_5,S30_C_6,S30_C_A,S30_F_5,S30_F_6,S30_F_A,xenbase_gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,xenbase_gene_symbol,xenbase_gene_name,xenbase_gene_synomyms,db_xrefs,log2_S30_C_5,log2_S30_C_6,log2_S30_C_A,log2_S30_F_5,log2_S30_F_6,log2_S30_F_A
1438.9142794123493,1381.3381874309855,1956.9070208444705,1029.234818815172,1040.026713828075,1251.968329561421,XB-GENE-1009967,1349.7315583154125,-0.513035068622349,0.12564601435700207,-4.08317821498616,4.4423928150119714e-5,0.00789966553911602,itgb3.L,integrin subunit beta 3 L homeolog,cd61|gp3a,NCBI_Gene:397699|UniprotKB:Q07012,10.490765936108046,10.431851901101322,10.934360232251715,10.007357855482095,10.022406257326157,10.28998350457509
1269.8305036769864,2041.3343811192972,1221.7196861054974,1988.628703496457,2730.3077898667557,2004.1105313900673,XB-GENE-1017145,1875.9885992758436,0.5925242157774501,0.12182490131795191,4.863736472324454,1.1519025720814276e-6,3.3359098487478143e-4,camk1.L,calcium/calmodulin-dependent protein kinase I L homeolog,CaM-KIa|CaM-KIalpha|camkI,NCBI_Gene:398402|UniprotKB:Q8AYR2|UniprotKB:A0A1L8GPX6|UniprotKB:A0A8J0UYS5|UniprotKB:A0A974D857,10.310421360449402,10.995297514033288,10.25469877372174,10.957558946120617,11.41484840958623,10.968747083268044
36.31329411766181,69.80728971703296,56.19756590151312,184.7108915909371,121.68502684642922,308.7868144887574,XB-GENE-1216193,129.58348044372195,1.873046937239076,0.34534900007586544,5.423635038258716,5.8399059045293354e-8,3.2885159026838526e-5,sp8.L,Sp8 transcription factor L homeolog,btd,NCBI_Gene:495143|UniprotKB:Q5XGT8|UniprotKB:A0A1L8FVZ9|UniprotKB:A0A8J0VF23,5.182465631909533,6.125326461172288,5.812461410508416,7.529132938536977,6.927019703292739,8.270472011281269
0,1.0576862078338327,5.38880768918619,287.63437347245434,62.74384196769007,380.8771213732922,XB-GENE-1217530,122.95030511840945,6.967899774146801,1.0531977849495735,6.615946096468879,3.6918288582183655e-11,6.236729551150226e-8,vwde.L,von Willebrand factor D and EGF domains L homeolog,NA,NCBI_Gene:100381008|UniprotKB:A0A1L8FVU5,-9.965784284662087,0.08227504118488388,2.4302337978744353,8.168097299471011,5.971424959950863,8.5731856079127855
18.156647058830902,101.53787595204794,1023.873460945376,7.351677277251229,35.174578072795946,141.7776035395851,XB-GENE-17331797,221.31197380764783,-2.0987759000010615,0.3304207688894652,-6.351828025384081,2.1277112033584503e-10,2.3962756396934724e-7,chga.L,chromogranin A L homeolog,chromogranin A,NCBI_Gene:495343|UniprotKB:A0A1L8F9I6|UniprotKB:A0A8J0TI53|UniprotKB:A0A974H887,4.182505359383584,6.665888384230237,9.999823119458517,2.8782696637336196,5.136502227685436,7.147496015042742
20.42622794118477,14.80760690967366,12.317274718139862,165.41273873815263,55.13852778978824,120.15051147422466,XB-GENE-17333315,64.70881459519397,2.7617880599886595,0.4371140833524648,6.3182317046547904,2.645731307894331e-10,2.681713253681694e-7,fzd7.S,frizzled class receptor 7 S homeolog,Fz-7|Xfz7|frizzled 7|frizzled-7|frizzled7|frz-7|frz7|fz7,NCBI_Gene:108703060|UniprotKB:A0A1L8EPZ4|UniprotKB:Q8AVJ9|UniprotKB:A0A974H1E5,4.352421532592871,3.8883640232226617,3.6227283030400956,7.369935254914211,5.785015007171123,6.908710987078564
646.830551470851,671.6307419744838,735.9571644088567,1067.831124520741,836.5845595692009,1746.9884368352266,XB-GENE-17333973,950.97042979656,0.7658043111374754,0.17217230288367222,4.447894918701814,8.671593055878988e-6,0.00204407598172998,ptmap12.S,prothymosin alpha like S homeolog,LOC728026|LOC734001,NCBI_Gene:108697670|UniprotKB:A0A1L8FGB5,9.337246242798317,9.391526604842735,9.523479948291643,10.060469141277267,9.708369285392696,10.77065516969323
86.2440735294468,108.94167940688476,102.3873460945376,227.9019955947881,166.36624764160246,245.1070434074183,XB-GENE-17334793,156.158064279113,1.091591361431251,0.26844004107080166,4.06642525115447,4.773978809416502e-5,0.0083429395193527,paics.L,phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase L homeolog,ade2|airc|paics.1|pais,NCBI_Gene:379855|UniprotKB:Q8AVT1|UniprotKB:A0A8J0VJA3,6.430370144736537,6.7674254450792,6.677907706007011,7.832276077525554,7.378227630970685,7.937274017894581
0,0,3.0793186795349654,76.2736517514815,24.717271078180936,109.33696544154444,XB-GENE-17337706,35.56786782512364,6.127173392103343,0.9583941953512954,6.393166216806491,1.6248546301046435e-10,2.352789504391524e-7,hoxc6.L,homeobox C6 L homeolog,ACI|XlHbox1|xeb1,NCBI_Gene:108708639|UniprotKB:A0A1L8HIE1|UniprotKB:A0A1L8HIF0,-9.965784284662087,-9.965784284662087,1.6230796150764824,6.253131782768218,4.627505932216839,6.772650625037045
1.1347904411769316,0,0,59.73237787766623,14.259964083565924,39.64966878649414,XB-GENE-17338339,19.129466864817203,6.563187184955023,1.322776318861579,4.961675750744841,6.988759325534593e-7,2.4166237272535724e-4,hoxa11.L,homeobox A11 L homeolog,LOC101733863|Xhoxa11,NCBI_Gene:398250|UniprotKB:A0A1L8FW43,0.18369667519142902,-9.965784284662087,-9.965784284662087,5.900465402295026,3.8339996104394816,5.309273294910471
2.2695808823538632,1.0576862078338327,0.7698296698837414,54.218619919727814,16.16129262804138,45.657194360205374,XB-GENE-17341001,20.022367278007668,4.850560582275907,0.9784931286685936,4.957173883148183,7.152595877822333e-7,2.4166237272535724e-4,ror2.S,receptor tyrosine kinase like orphan receptor 2 S homeolog,Xror2,NCBI_Gene:108707003|UniprotKB:A0A1L8HPI6,1.1830614291835004,0.08227504118488388,-0.37551599163679217,5.760743094786599,4.014559954394471,5.512801901469551
0,0,0,38.59630570556895,9.506642722377284,42.05267901597863,XB-GENE-17342281,15.025937907320811,7.139732527360321,1.414985990507285,5.045797326092723,4.516339600280786e-7,1.6954673403128166e-4,hoxb9.S,homeobox B9 S homeolog,XlHbox-6|XlHbox6|hox 2.5|xhoxb9,NCBI_Gene:100381079|UniprotKB:Q3KQ20|UniprotKB:P31272,-9.965784284662087,-9.965784284662087,-9.965784284662087,5.270428238212861,3.249087690792019,5.394160113344765
3.404371323530795,2.1153724156676654,33.10267580500088,382.2872184170639,186.33019735859477,497.4231175032901,XB-GENE-17344291,184.11049213719136,5.591378956925969,0.8871333878209884,6.302748869208646,2.924124785087289e-10,2.694448074694979e-7,krt12.2.L,"keratin 12, gene 2 L homeolog",fgk|fin and gill keratin|krt16,NCBI_Gene:100653510|UniprotKB:E3WF12|UniprotKB:A0A974BWC7,1.7678121190621663,1.0815935192107489,5.048919516488167,8.578516928808943,7.541725434137283,8.95833264778971
0,0,0.7698296698837414,26.649830130035703,9.506642722377284,33.642143212782905,XB-GENE-482791,11.761407622513271,5.953197330250115,1.384445979023015,4.300057510695511,1.7075379118062225e-5,0.00346152085481357,cdx4.L,caudal type homeobox 4 L homeolog,MGC130769|MGC68909|Xcad-3|Xcad3|Xtcad3|cad3,NCBI_Gene:380412|UniprotKB:A0A1L8F7A0|UniprotKB:Q91542,-9.965784284662087,-9.965784284662087,-0.37551599163679217,4.7361085661770135,3.249087690792019,5.072240594940997
