lm_pro_1,lm_pro_2,lm_pro_3,lm_meta_1,lm_meta_2,lm_meta_3,gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,description
6.90748144841644,1.0919227026471157,3.0171416999528264,6.369995742370169,9.474647527098087,11.320404972185386,LmxM.00:ncRNA:rfamscan:423014-423115,6.363599015445004,-1.2575333636930002,0.8247800819310395,-1.524689297477656,0.1273366124658207,0.22727713124056045,unspecified product
7.674979387129378,0,0,8.917994039318236,11.843309408872608,15.093873296247184,LmxM.00:ncRNA:rfamscan:423026-423143,7.255026021927901,-2.1040499027674593,0.9167378435094081,-2.295148954157761,0.021724589395159075,0.05537473133744927,unspecified product
19.954946406536383,13.103072431765389,28.15998919955971,29.301980414902776,29.60827352218152,49.05508821280335,LmxM.00:ncRNA:rfamscan:448324-448416,28.19722503129152,-0.8346724017340048,0.41517046017403136,-2.010433019208848,0.0443853787148028,0.09862508301732716,unspecified product
1.5349958774258756,2.1838454052942313,5.028569499921377,16.56198893016244,18.949295054196174,28.678359262869648,LmxM.00:ncRNA:rfamscan:525827-525994,12.156175671644958,-2.928725906574345,0.7039473461285446,-4.160433195296887,3.176445222954211e-5,2.140083644935498e-4,unspecified product
5.372485570990564,2.1838454052942313,0,11.465992336266304,27.239611640407,19.62203528512134,LmxM.00:ncRNA:rfamscan:525843-525979,10.980661706346572,-2.859509173181418,0.7630967308418839,-3.747243380307336,1.7878859462639146e-4,9.650923690741297e-4,unspecified product
15.349958774258756,5.4596135132355785,18.102850199716958,15.287989781688406,29.60827352218152,29.433052927682006,LmxM.00:ncRNA:rfamscan:637837-637919,18.87362311979387,-0.9299864334663448,0.5076089710113507,-1.832092194141993,0.06693768613964547,0.13704277067706597,unspecified product
19.187448467823444,8.735381621176925,10.057138999842755,28.027981266428743,29.60827352218152,34.715908581368524,LmxM.00:ncRNA:rfamscan:637845-637904,21.722022076470317,-1.2562576012164923,0.45755150932170446,-2.7456091295138045,0.006039867602293461,0.01902851492178862,unspecified product
59651.47479264695,48438.7830121287,55739.6814788285,16460.068998284518,13812.851763568122,15965.544479105458,LmxM.00:rRNA:rfamscan:1128121-1128229,35011.40075409371,1.8250327997303823,0.12915652561923494,14.130395587682061,2.4675427247577436e-45,1.8926052698891894e-42,unspecified product
3841.3271832582536,3960.4036425010886,3251.4730386491624,589.8616057434776,465.44205976869347,362.25295910993236,LmxM.00:rRNA:rfamscan:576565-576732,2078.4600815051012,2.9689745457034364,0.16767244741295412,17.706991169463052,3.7034806923123446e-70,1.0415422200346417e-66,unspecified product
324.65162807557266,283.8999026882501,263.49704179588014,14.013990633214371,30.79260446306878,27.923665598057287,LmxM.00:rRNA:rfamscan:655615-655782,157.46313887567388,3.5561115174923867,0.2575606849065957,13.80688795256935,2.3162370384417663e-43,1.6285076577777652e-40,unspecified product
